"disease"	"admin1"	"week"	"year"	"cases"
"1"	"CHIKV"	23	23	2014	51
"2"	"CHIKV"	5	25	2014	2
"3"	"CHIKV"	25	30	2014	158
"4"	"CHIKV"	8	34	2014	1
"5"	"CHIKV"	99	34	2014	1
"6"	"CHIKV"	8	35	2014	1
"7"	"CHIKV"	8	36	2014	9
"8"	"CHIKV"	13	36	2014	16
"9"	"CHIKV"	8	37	2014	8
"10"	"CHIKV"	13	37	2014	175
"11"	"CHIKV"	76	37	2014	0
"12"	"CHIKV"	5	38	2014	2
"13"	"CHIKV"	8	38	2014	19
"14"	"CHIKV"	13	38	2014	3461
"15"	"CHIKV"	44	38	2014	0
"16"	"CHIKV"	50	38	2014	1
"17"	"CHIKV"	54	38	2014	3
"18"	"CHIKV"	91	38	2014	3
"19"	"CHIKV"	8	39	2014	141
"20"	"CHIKV"	13	39	2014	1352
"21"	"CHIKV"	15	39	2014	1
"22"	"CHIKV"	19	39	2014	0
"23"	"CHIKV"	44	39	2014	0
"24"	"CHIKV"	50	39	2014	0
"25"	"CHIKV"	54	39	2014	1
"26"	"CHIKV"	68	39	2014	6
"27"	"CHIKV"	70	39	2014	10
"28"	"CHIKV"	8	40	2014	153
"29"	"CHIKV"	13	40	2014	4279
"30"	"CHIKV"	19	40	2014	12
"31"	"CHIKV"	23	40	2014	1
"32"	"CHIKV"	25	40	2014	2
"33"	"CHIKV"	44	40	2014	0
"34"	"CHIKV"	47	40	2014	1
"35"	"CHIKV"	50	40	2014	0
"36"	"CHIKV"	54	40	2014	2
"37"	"CHIKV"	68	40	2014	0
"38"	"CHIKV"	70	40	2014	86
"39"	"CHIKV"	8	41	2014	41
"40"	"CHIKV"	13	41	2014	4286
"41"	"CHIKV"	19	41	2014	0
"42"	"CHIKV"	23	41	2014	1
"43"	"CHIKV"	25	41	2014	1
"44"	"CHIKV"	44	41	2014	3
"45"	"CHIKV"	50	41	2014	0
"46"	"CHIKV"	54	41	2014	4
"47"	"CHIKV"	68	41	2014	1
"48"	"CHIKV"	70	41	2014	41
"49"	"CHIKV"	73	41	2014	1
"50"	"CHIKV"	76	41	2014	1
"51"	"CHIKV"	86	41	2014	5
"52"	"CHIKV"	5	42	2014	1
"53"	"CHIKV"	8	42	2014	36
"54"	"CHIKV"	13	42	2014	3258
"55"	"CHIKV"	15	42	2014	8
"56"	"CHIKV"	17	42	2014	6
"57"	"CHIKV"	19	42	2014	2
"58"	"CHIKV"	20	42	2014	49
"59"	"CHIKV"	23	42	2014	65
"60"	"CHIKV"	44	42	2014	0
"61"	"CHIKV"	47	42	2014	8
"62"	"CHIKV"	50	42	2014	0
"63"	"CHIKV"	54	42	2014	4
"64"	"CHIKV"	68	42	2014	3
"65"	"CHIKV"	70	42	2014	309
"66"	"CHIKV"	85	42	2014	2
"67"	"CHIKV"	95	42	2014	1
"68"	"CHIKV"	8	43	2014	21
"69"	"CHIKV"	13	43	2014	732
"70"	"CHIKV"	19	43	2014	1
"71"	"CHIKV"	23	43	2014	31
"72"	"CHIKV"	25	43	2014	41
"73"	"CHIKV"	41	43	2014	10
"74"	"CHIKV"	44	43	2014	79
"75"	"CHIKV"	47	43	2014	55
"76"	"CHIKV"	50	43	2014	1
"77"	"CHIKV"	52	43	2014	1
"78"	"CHIKV"	54	43	2014	240
"79"	"CHIKV"	68	43	2014	5
"80"	"CHIKV"	70	43	2014	361
"81"	"CHIKV"	73	43	2014	1
"82"	"CHIKV"	76	43	2014	1
"83"	"CHIKV"	85	43	2014	1
"84"	"CHIKV"	86	43	2014	9
"85"	"CHIKV"	5	44	2014	1
"86"	"CHIKV"	8	44	2014	38
"87"	"CHIKV"	13	44	2014	550
"88"	"CHIKV"	19	44	2014	0
"89"	"CHIKV"	20	44	2014	13
"90"	"CHIKV"	25	44	2014	11
"91"	"CHIKV"	44	44	2014	11
"92"	"CHIKV"	47	44	2014	56
"93"	"CHIKV"	50	44	2014	18
"94"	"CHIKV"	52	44	2014	102
"95"	"CHIKV"	54	44	2014	608
"96"	"CHIKV"	66	44	2014	2
"97"	"CHIKV"	68	44	2014	16
"98"	"CHIKV"	70	44	2014	503
"99"	"CHIKV"	73	44	2014	2
"100"	"CHIKV"	81	44	2014	1
"101"	"CHIKV"	85	44	2014	1
"102"	"CHIKV"	86	44	2014	25
"103"	"CHIKV"	88	44	2014	9
"104"	"CHIKV"	8	45	2014	83
"105"	"CHIKV"	13	45	2014	406
"106"	"CHIKV"	20	45	2014	1
"107"	"CHIKV"	25	45	2014	19
"108"	"CHIKV"	41	45	2014	6
"109"	"CHIKV"	44	45	2014	82
"110"	"CHIKV"	47	45	2014	233
"111"	"CHIKV"	54	45	2014	720
"112"	"CHIKV"	63	45	2014	1
"113"	"CHIKV"	68	45	2014	3
"114"	"CHIKV"	70	45	2014	1407
"115"	"CHIKV"	73	45	2014	2
"116"	"CHIKV"	76	45	2014	60
"117"	"CHIKV"	86	45	2014	1
"118"	"CHIKV"	88	45	2014	1
"119"	"CHIKV"	8	46	2014	161
"120"	"CHIKV"	13	46	2014	396
"121"	"CHIKV"	19	46	2014	11
"122"	"CHIKV"	20	46	2014	3
"123"	"CHIKV"	25	46	2014	115
"124"	"CHIKV"	41	46	2014	14
"125"	"CHIKV"	44	46	2014	256
"126"	"CHIKV"	47	46	2014	257
"127"	"CHIKV"	54	46	2014	1173
"128"	"CHIKV"	68	46	2014	2
"129"	"CHIKV"	70	46	2014	1400
"130"	"CHIKV"	73	46	2014	1
"131"	"CHIKV"	76	46	2014	22
"132"	"CHIKV"	86	46	2014	1
"133"	"CHIKV"	8	47	2014	219
"134"	"CHIKV"	13	47	2014	1326
"135"	"CHIKV"	19	47	2014	8
"136"	"CHIKV"	20	47	2014	3
"137"	"CHIKV"	25	47	2014	245
"138"	"CHIKV"	41	47	2014	3
"139"	"CHIKV"	44	47	2014	316
"140"	"CHIKV"	47	47	2014	613
"141"	"CHIKV"	50	47	2014	5
"142"	"CHIKV"	54	47	2014	1943
"143"	"CHIKV"	68	47	2014	1
"144"	"CHIKV"	70	47	2014	63
"145"	"CHIKV"	73	47	2014	2
"146"	"CHIKV"	76	47	2014	0
"147"	"CHIKV"	85	47	2014	1
"148"	"CHIKV"	88	47	2014	1
"149"	"CHIKV"	8	48	2014	176
"150"	"CHIKV"	13	48	2014	350
"151"	"CHIKV"	17	48	2014	1
"152"	"CHIKV"	19	48	2014	11
"153"	"CHIKV"	20	48	2014	2
"154"	"CHIKV"	23	48	2014	13
"155"	"CHIKV"	25	48	2014	244
"156"	"CHIKV"	41	48	2014	100
"157"	"CHIKV"	44	48	2014	650
"158"	"CHIKV"	47	48	2014	780
"159"	"CHIKV"	50	48	2014	1
"160"	"CHIKV"	54	48	2014	3222
"161"	"CHIKV"	68	48	2014	34
"162"	"CHIKV"	70	48	2014	1162
"163"	"CHIKV"	73	48	2014	2
"164"	"CHIKV"	85	48	2014	1
"165"	"CHIKV"	88	48	2014	1
"166"	"CHIKV"	5	49	2014	0
"167"	"CHIKV"	8	49	2014	268
"168"	"CHIKV"	13	49	2014	242
"169"	"CHIKV"	19	49	2014	11
"170"	"CHIKV"	23	49	2014	400
"171"	"CHIKV"	25	49	2014	3
"172"	"CHIKV"	41	49	2014	476
"173"	"CHIKV"	44	49	2014	554
"174"	"CHIKV"	47	49	2014	1058
"175"	"CHIKV"	54	49	2014	4103
"176"	"CHIKV"	68	49	2014	23
"177"	"CHIKV"	70	49	2014	1522
"178"	"CHIKV"	73	49	2014	66
"179"	"CHIKV"	81	49	2014	1
"180"	"CHIKV"	88	49	2014	108
"181"	"CHIKV"	5	50	2014	1
"182"	"CHIKV"	8	50	2014	509
"183"	"CHIKV"	13	50	2014	131
"184"	"CHIKV"	19	50	2014	4
"185"	"CHIKV"	20	50	2014	4
"186"	"CHIKV"	23	50	2014	585
"187"	"CHIKV"	25	50	2014	200
"188"	"CHIKV"	41	50	2014	286
"189"	"CHIKV"	44	50	2014	2035
"190"	"CHIKV"	47	50	2014	873
"191"	"CHIKV"	50	50	2014	1
"192"	"CHIKV"	52	50	2014	1
"193"	"CHIKV"	54	50	2014	4019
"194"	"CHIKV"	68	50	2014	32
"195"	"CHIKV"	70	50	2014	1883
"196"	"CHIKV"	73	50	2014	47
"197"	"CHIKV"	86	50	2014	1
"198"	"CHIKV"	8	51	2014	628
"199"	"CHIKV"	13	51	2014	120
"200"	"CHIKV"	15	51	2014	2
"201"	"CHIKV"	17	51	2014	1
"202"	"CHIKV"	19	51	2014	3
"203"	"CHIKV"	20	51	2014	7
"204"	"CHIKV"	23	51	2014	1311
"205"	"CHIKV"	25	51	2014	282
"206"	"CHIKV"	41	51	2014	251
"207"	"CHIKV"	44	51	2014	844
"208"	"CHIKV"	47	51	2014	865
"209"	"CHIKV"	50	51	2014	2
"210"	"CHIKV"	54	51	2014	3610
"211"	"CHIKV"	63	51	2014	1
"212"	"CHIKV"	68	51	2014	58
"213"	"CHIKV"	70	51	2014	2035
"214"	"CHIKV"	73	51	2014	157
"215"	"CHIKV"	76	51	2014	5
"216"	"CHIKV"	81	51	2014	82
"217"	"CHIKV"	86	51	2014	3
"218"	"CHIKV"	88	51	2014	34
"219"	"CHIKV"	5	52	2014	4
"220"	"CHIKV"	8	52	2014	564
"221"	"CHIKV"	13	52	2014	63
"222"	"CHIKV"	17	52	2014	1
"223"	"CHIKV"	18	52	2014	2
"224"	"CHIKV"	20	52	2014	167
"225"	"CHIKV"	23	52	2014	1017
"226"	"CHIKV"	25	52	2014	263
"227"	"CHIKV"	41	52	2014	245
"228"	"CHIKV"	44	52	2014	1044
"229"	"CHIKV"	47	52	2014	910
"230"	"CHIKV"	54	52	2014	1635
"231"	"CHIKV"	63	52	2014	1
"232"	"CHIKV"	68	52	2014	31
"233"	"CHIKV"	70	52	2014	1762
"234"	"CHIKV"	73	52	2014	275
"235"	"CHIKV"	76	52	2014	3
"236"	"CHIKV"	81	52	2014	72
"237"	"CHIKV"	85	52	2014	3
"238"	"CHIKV"	88	52	2014	1
"239"	"CHIKV"	91	52	2014	1
"240"	"CHIKV"	5	53	2014	651
"241"	"CHIKV"	8	53	2014	910
"242"	"CHIKV"	13	53	2014	744
"243"	"CHIKV"	17	53	2014	5
"244"	"CHIKV"	18	53	2014	4
"245"	"CHIKV"	19	53	2014	2
"246"	"CHIKV"	20	53	2014	16
"247"	"CHIKV"	23	53	2014	1067
"248"	"CHIKV"	25	53	2014	209
"249"	"CHIKV"	41	53	2014	424
"250"	"CHIKV"	44	53	2014	278
"251"	"CHIKV"	47	53	2014	532
"252"	"CHIKV"	50	53	2014	9
"253"	"CHIKV"	52	53	2014	1
"254"	"CHIKV"	54	53	2014	1964
"255"	"CHIKV"	68	53	2014	60
"256"	"CHIKV"	70	53	2014	1047
"257"	"CHIKV"	73	53	2014	555
"258"	"CHIKV"	76	53	2014	15
"259"	"CHIKV"	81	53	2014	15
"260"	"CHIKV"	85	53	2014	6
"261"	"CHIKV"	86	53	2014	1
"262"	"CHIKV"	88	53	2014	5
"263"	"CHIKV"	5	1	2015	738
"264"	"CHIKV"	8	1	2015	892
"265"	"CHIKV"	13	1	2015	81
"266"	"CHIKV"	15	1	2015	1
"267"	"CHIKV"	17	1	2015	1050
"268"	"CHIKV"	18	1	2015	3
"269"	"CHIKV"	19	1	2015	1
"270"	"CHIKV"	20	1	2015	81
"271"	"CHIKV"	23	1	2015	1345
"272"	"CHIKV"	25	1	2015	936
"273"	"CHIKV"	41	1	2015	2136
"274"	"CHIKV"	44	1	2015	525
"275"	"CHIKV"	47	1	2015	701
"276"	"CHIKV"	50	1	2015	18
"277"	"CHIKV"	52	1	2015	2
"278"	"CHIKV"	54	1	2015	1468
"279"	"CHIKV"	63	1	2015	2
"280"	"CHIKV"	68	1	2015	73
"281"	"CHIKV"	70	1	2015	1422
"282"	"CHIKV"	73	1	2015	982
"283"	"CHIKV"	76	1	2015	325
"284"	"CHIKV"	81	1	2015	31
"285"	"CHIKV"	85	1	2015	6
"286"	"CHIKV"	88	1	2015	30
"287"	"CHIKV"	5	2	2015	435
"288"	"CHIKV"	8	2	2015	978
"289"	"CHIKV"	13	2	2015	90
"290"	"CHIKV"	17	2	2015	117
"291"	"CHIKV"	18	2	2015	6
"292"	"CHIKV"	19	2	2015	4
"293"	"CHIKV"	20	2	2015	99
"294"	"CHIKV"	23	2	2015	1722
"295"	"CHIKV"	25	2	2015	1685
"296"	"CHIKV"	27	2	2015	1
"297"	"CHIKV"	41	2	2015	3294
"298"	"CHIKV"	44	2	2015	468
"299"	"CHIKV"	47	2	2015	507
"300"	"CHIKV"	50	2	2015	13
"301"	"CHIKV"	54	2	2015	1037
"302"	"CHIKV"	63	2	2015	3
"303"	"CHIKV"	66	2	2015	1
"304"	"CHIKV"	68	2	2015	118
"305"	"CHIKV"	70	2	2015	1017
"306"	"CHIKV"	73	2	2015	2819
"307"	"CHIKV"	76	2	2015	292
"308"	"CHIKV"	81	2	2015	26
"309"	"CHIKV"	85	2	2015	10
"310"	"CHIKV"	86	2	2015	2
"311"	"CHIKV"	88	2	2015	110
"312"	"CHIKV"	91	2	2015	1
"313"	"CHIKV"	5	3	2015	644
"314"	"CHIKV"	8	3	2015	780
"315"	"CHIKV"	13	3	2015	111
"316"	"CHIKV"	15	3	2015	4
"317"	"CHIKV"	17	3	2015	203
"318"	"CHIKV"	18	3	2015	10
"319"	"CHIKV"	19	3	2015	5
"320"	"CHIKV"	20	3	2015	121
"321"	"CHIKV"	23	3	2015	1743
"322"	"CHIKV"	25	3	2015	1054
"323"	"CHIKV"	41	3	2015	3610
"324"	"CHIKV"	44	3	2015	1308
"325"	"CHIKV"	47	3	2015	683
"326"	"CHIKV"	50	3	2015	12
"327"	"CHIKV"	52	3	2015	1
"328"	"CHIKV"	54	3	2015	787
"329"	"CHIKV"	63	3	2015	3
"330"	"CHIKV"	66	3	2015	2
"331"	"CHIKV"	68	3	2015	180
"332"	"CHIKV"	70	3	2015	909
"333"	"CHIKV"	73	3	2015	2534
"334"	"CHIKV"	76	3	2015	444
"335"	"CHIKV"	81	3	2015	44
"336"	"CHIKV"	85	3	2015	62
"337"	"CHIKV"	86	3	2015	2
"338"	"CHIKV"	88	3	2015	15
"339"	"CHIKV"	91	3	2015	1
"340"	"CHIKV"	5	4	2015	992
"341"	"CHIKV"	8	4	2015	354
"342"	"CHIKV"	13	4	2015	27
"343"	"CHIKV"	15	4	2015	8
"344"	"CHIKV"	17	4	2015	168
"345"	"CHIKV"	18	4	2015	13
"346"	"CHIKV"	19	4	2015	3
"347"	"CHIKV"	20	4	2015	311
"348"	"CHIKV"	23	4	2015	1830
"349"	"CHIKV"	25	4	2015	1352
"350"	"CHIKV"	41	4	2015	2414
"351"	"CHIKV"	44	4	2015	760
"352"	"CHIKV"	47	4	2015	356
"353"	"CHIKV"	50	4	2015	11
"354"	"CHIKV"	54	4	2015	525
"355"	"CHIKV"	68	4	2015	156
"356"	"CHIKV"	70	4	2015	699
"357"	"CHIKV"	73	4	2015	2286
"358"	"CHIKV"	76	4	2015	905
"359"	"CHIKV"	81	4	2015	320
"360"	"CHIKV"	85	4	2015	130
"361"	"CHIKV"	86	4	2015	1
"362"	"CHIKV"	88	4	2015	10
"363"	"CHIKV"	5	5	2015	749
"364"	"CHIKV"	8	5	2015	425
"365"	"CHIKV"	13	5	2015	95
"366"	"CHIKV"	15	5	2015	3
"367"	"CHIKV"	17	5	2015	134
"368"	"CHIKV"	18	5	2015	12
"369"	"CHIKV"	19	5	2015	0
"370"	"CHIKV"	20	5	2015	908
"371"	"CHIKV"	23	5	2015	1148
"372"	"CHIKV"	25	5	2015	1509
"373"	"CHIKV"	27	5	2015	1
"374"	"CHIKV"	41	5	2015	2130
"375"	"CHIKV"	44	5	2015	422
"376"	"CHIKV"	47	5	2015	230
"377"	"CHIKV"	50	5	2015	243
"378"	"CHIKV"	52	5	2015	3
"379"	"CHIKV"	54	5	2015	377
"380"	"CHIKV"	63	5	2015	1
"381"	"CHIKV"	68	5	2015	186
"382"	"CHIKV"	70	5	2015	434
"383"	"CHIKV"	73	5	2015	2320
"384"	"CHIKV"	76	5	2015	831
"385"	"CHIKV"	81	5	2015	168
"386"	"CHIKV"	85	5	2015	123
"387"	"CHIKV"	88	5	2015	30
"388"	"CHIKV"	5	6	2015	888
"389"	"CHIKV"	8	6	2015	365
"390"	"CHIKV"	13	6	2015	73
"391"	"CHIKV"	17	6	2015	101
"392"	"CHIKV"	18	6	2015	14
"393"	"CHIKV"	19	6	2015	11
"394"	"CHIKV"	20	6	2015	190
"395"	"CHIKV"	23	6	2015	1097
"396"	"CHIKV"	25	6	2015	893
"397"	"CHIKV"	41	6	2015	1635
"398"	"CHIKV"	44	6	2015	276
"399"	"CHIKV"	47	6	2015	205
"400"	"CHIKV"	50	6	2015	277
"401"	"CHIKV"	52	6	2015	2
"402"	"CHIKV"	54	6	2015	271
"403"	"CHIKV"	63	6	2015	4
"404"	"CHIKV"	66	6	2015	1
"405"	"CHIKV"	68	6	2015	147
"406"	"CHIKV"	70	6	2015	346
"407"	"CHIKV"	73	6	2015	3515
"408"	"CHIKV"	76	6	2015	1650
"409"	"CHIKV"	81	6	2015	204
"410"	"CHIKV"	85	6	2015	310
"411"	"CHIKV"	88	6	2015	231
"412"	"CHIKV"	5	7	2015	467
"413"	"CHIKV"	8	7	2015	291
"414"	"CHIKV"	13	7	2015	21
"415"	"CHIKV"	15	7	2015	1
"416"	"CHIKV"	17	7	2015	50
"417"	"CHIKV"	18	7	2015	5
"418"	"CHIKV"	19	7	2015	157
"419"	"CHIKV"	20	7	2015	150
"420"	"CHIKV"	23	7	2015	730
"421"	"CHIKV"	25	7	2015	617
"422"	"CHIKV"	41	7	2015	1518
"423"	"CHIKV"	44	7	2015	128
"424"	"CHIKV"	47	7	2015	130
"425"	"CHIKV"	50	7	2015	285
"426"	"CHIKV"	52	7	2015	1
"427"	"CHIKV"	54	7	2015	228
"428"	"CHIKV"	66	7	2015	10
"429"	"CHIKV"	68	7	2015	161
"430"	"CHIKV"	70	7	2015	221
"431"	"CHIKV"	73	7	2015	2727
"432"	"CHIKV"	76	7	2015	1894
