"V1"
"47545"	1.5959
"63130"	7.7987
"66383"	0.858
"05411"	0.9546
"19318"	2.9797
"15518"	0.167
"27491"	0.7956
"05885"	0.84
"73622"	0.6344
"63302"	0.7772
